period,link_key,tt_sd,s,counts,true_counts,true_traveltime,traveltime
2,"(0, 2, '0')",0.8904224517894808,0.603452620536204,5338.160036198842,5758.6560789521045,4.002199452385194,4.352664797050287
2,"(1, 0, '0')",0.5880522554504738,0.9218061729926634,4861.0564544144745,5495.220725238857,6.001823772072257,6.961490137931548
2,"(1, 5, '0')",0.12659609350429124,0.2813641313572214,7861.0092414989795,7906.517521439145,9.849676081794968,10.65599268088064
2,"(2, 0, '0')",0.14134122257485238,0.8348009811112259,7278.05513252689,6402.514739757561,4.0033607201025,4.723118012380063
2,"(2, 3, '0')",0.4678955922748659,0.5496226575408409,9788.457665268557,9803.820532876762,4.064666513993291,3.8351773625622942
2,"(2, 11, '0')",0.02208966161815673,0.021791015958648408,9644.486330999978,7887.182603522525,4.007739583297291,5.909350837589082
2,"(3, 2, '0')",0.7272747126560393,0.34705988952929334,11656.899688916703,11002.141970130606,4.1025668502005095,4.2016574439182515
2,"(3, 4, '0')",0.5243873422722226,0.550034791378317,12298.879175351869,11407.109548429693,2.0507953203999354,2.8330045949115488
2,"(3, 10, '0')",0.5449352388104901,0.013205631128021644,,8615.6516891471,14.540518361724699,
2,"(4, 3, '0')",0.456373260425773,0.7158927072215715,,12901.623518710225,2.0831186944802798,
2,"(4, 5, '0')",0.5013822646640289,0.18977700535536257,6872.760310901975,8949.312829618533,10.420854593600948,11.91904946023263
2,"(4, 8, '0')",0.3944685528015025,0.7424670735510953,9346.587303077062,11390.762203214916,6.262619247256395,8.179688930143309
2,"(5, 1, '0')",0.15117230324585396,0.6294313700617412,7825.119270066412,7262.658860633689,8.452664360409464,7.764320532155593
2,"(5, 4, '0')",0.3608751771330354,0.36218393009128713,9237.80008898488,8862.960845923777,10.176598906319182,12.038706615305728
2,"(5, 7, '0')",0.1620770068673989,0.6270293903714866,13842.115649684834,12279.37823121139,13.845222700265547,14.896853670860851
2,"(6, 7, '0')",0.33795869305879156,0.5148847524058702,8575.925123652278,11187.399507652652,4.864075722939804,5.852823486038154
2,"(6, 17, '0')",0.18032328075988824,0.8949073179368925,13587.393918461232,12740.409214756368,2.0263471418904504,1.9157976302292696
2,"(7, 5, '0')",0.39099140113992126,0.5186654256839361,9244.188295399434,11549.167586711173,11.269161656200765,12.472585856412245
2,"(7, 6, '0')",0.035648210404088165,0.6074091804740506,11527.499163724387,11514.223987251888,5.09163382169733,2.3318868141173095
2,"(7, 8, '0')",0.5648616489184735,0.4748159985545415,,8337.348318218872,21.142203509043842,
2,"(7, 15, '0')",0.20346149187306084,0.7095906991635826,,8946.344239552749,12.411664958401104,
2,"(8, 4, '0')",0.32060445766557044,0.11524270956742733,12738.125071263688,12971.6281571902,7.123436246702891,6.82531791436021
2,"(8, 7, '0')",0.3765637827626781,0.7327940685960685,,7801.982717149438,18.544354108422677,
2,"(8, 9, '0')",0.1840541418275664,0.8780425358861355,21972.902781958135,21128.584612961105,5.391458593806874,7.046725998970438
2,"(9, 8, '0')",0.10395183635292826,0.5190639546546741,24691.230443607707,22274.08496586696,5.953797603172372,7.21702823152157
2,"(9, 10, '0')",0.45492722454725665,0.6804967706973032,19949.403627528674,19820.04439767118,16.57390079033723,15.377151447526437
2,"(9, 14, '0')",0.19586383749144975,0.4355580462697013,26766.52690378153,25802.331272009273,17.96739294026192,19.364081856935336
2,"(9, 15, '0')",0.3785254225532104,0.9717632213779057,10263.826557522287,11520.233861090575,23.022558877774596,21.631942367698077
2,"(9, 16, '0')",0.9305319592815515,0.36519126611684316,6927.484126876794,8349.192015693478,17.378537200054122,17.77532425473753
2,"(10, 3, '0')",0.760159713202054,0.622712992189762,,8419.459156120414,13.788762766058372,
2,"(10, 9, '0')",0.7707642376587938,0.2582934326564159,20615.616033759605,20111.668706380337,17.27025784395802,17.688164934971223
2,"(10, 11, '0')",0.596700557299153,0.6813432920295053,10301.495678723584,10081.845706947748,22.013707256744542,23.305230425438726
2,"(10, 13, '0')",0.7916211472173033,0.8765919304209655,,10352.352327511948,16.186291453951615,
2,"(11, 2, '0')",0.8103383036559854,0.2422684944321538,,7332.719827074137,4.0057821634219595,
2,"(11, 10, '0')",0.980557225759712,0.14263219434835817,11430.105077639071,10164.176085948084,22.543234244054396,22.492557754825178
2,"(11, 12, '0')",0.884785254053069,0.8253891117478838,11080.479232670777,11426.01512223211,3.01704430033037,3.192468528445869
2,"(12, 11, '0')",0.10980112547504184,0.46544014722375404,10674.35836783921,11053.88272478406,3.014929986351791,1.147304145018156
2,"(12, 23, '0')",0.8197107606738395,0.33817200840943973,10205.798815304312,11323.888708507362,18.683643394146785,18.70279009302213
2,"(13, 10, '0')",0.30761289038258144,0.9336459538815429,10369.883302998116,10465.453724194083,16.727632614324726,16.786905006175292
2,"(13, 14, '0')",0.26149466687244594,0.45440346037288637,,10128.948103719154,16.420552701646283,
2,"(13, 22, '0')",0.40572354421921175,0.4942651888084775,8622.251564021388,8532.613916336913,9.406653683522181,9.24419155948512
2,"(14, 9, '0')",0.5534203817538123,0.04590650846900013,29018.181776097394,26312.014123904853,18.941366550196214,18.515035686962936
2,"(14, 13, '0')",0.6255264410706003,0.1189674888736082,,10195.052384283883,16.721618561200838,
2,"(14, 18, '0')",0.07876024695855899,0.5379563840497242,,16291.259505210788,3.7043988638003364,
2,"(14, 21, '0')",0.9722834265055369,0.054783996014804326,,18852.72505111159,9.695336435761387,
2,"(15, 7, '0')",0.41131105432155857,0.3005209386984734,,9078.323675721203,12.858795907626138,
2,"(15, 9, '0')",0.7216644032931199,0.3780841904169129,12677.342930169887,11796.960661681265,24.91723522856468,25.829588001641838
2,"(15, 16, '0')",0.6632874804228996,0.6089958621886069,11919.898147856427,11408.400333537345,8.792714841587719,9.132210200975132
2,"(15, 17, '0')",0.21822526486296512,0.823825425690536,15277.380301105264,12645.337159401992,3.0767083971723723,4.780867598847271
2,"(16, 9, '0')",0.1871725370949876,0.18289481698760135,7288.578254243968,8316.658407403898,17.233211092770965,17.009152724916543
2,"(16, 15, '0')",0.7297792387589718,0.7868995056208983,10261.929261287372,11653.989884685763,9.396783713592942,9.700621872418772
2,"(16, 18, '0')",0.8633132629760015,0.3113874789738148,10378.223098852553,10887.937667071707,9.78560324302762,10.6937703197482
2,"(17, 6, '0')",0.39172036421755163,0.7715140753500648,,12413.584735157136,2.0237459119195966,
2,"(17, 15, '0')",0.11004811349712262,0.9149494646556006,11656.017248322194,12808.453845012718,3.080743595678311,2.995171041362093
2,"(17, 19, '0')",0.9127915035794474,0.22627172929216355,15112.680144947768,16073.49911087021,4.133497065129546,3.903586385036076
2,"(18, 14, '0')",0.3570059887962751,0.9911599141695914,16165.508740079487,16387.352022919134,3.7211658157230962,3.8454639901875547
2,"(18, 16, '0')",0.41296217981812544,0.3114666072281085,11072.447760915442,11100.993609930541,10.413121777456194,9.806597555352411
2,"(18, 19, '0')",0.18354969377389296,0.8856389551738137,9557.724634612017,8852.862931777741,9.884376731694042,11.257934079671264
2,"(19, 17, '0')",0.5859902699897871,0.6936276549544037,,15809.791316881703,4.124949506652039,
2,"(19, 18, '0')",0.8556708466479875,0.0545247259975572,,9162.011392344924,10.750389287553446,
2,"(19, 20, '0')",0.7896812152453201,0.20181883260219147,7850.86759808147,7378.682381233859,10.069919345242056,9.857293402727395
2,"(19, 21, '0')",0.08784242370264728,0.8591558084357476,,7382.481717889035,8.356510144505513,
2,"(20, 19, '0')",0.9329932724558334,0.6607567170158832,8852.90668175221,7440.94296492997,10.209034059563582,9.908452233734977
2,"(20, 21, '0')",0.4999511406074236,0.8727867882285799,7790.597950795618,8675.624365911297,4.271680928191705,5.672227406739372
2,"(20, 23, '0')",0.3642569891908011,0.7237448554628845,10662.179919586168,10397.511479822739,12.233040176397198,13.617247315465885
2,"(21, 14, '0')",0.4836061905063387,0.09193851810441844,,19232.419665863556,10.251228284597584,
2,"(21, 19, '0')",0.5152245913332608,0.02196605110027272,7118.953761484281,7265.661800771602,8.14904711192703,9.015965983856928
2,"(21, 20, '0')",0.9946434676752095,0.18204899423987453,7762.721213393963,8430.34662310048,4.025471322489139,3.2952584990788645
2,"(21, 22, '0')",0.753403443374045,0.2761351299390967,9732.316491512618,10300.449742151908,14.806771849912135,14.094285190213046
2,"(22, 13, '0')",0.36581991580263795,0.6733332766340134,,8579.611032454319,9.526759517420379,
2,"(22, 21, '0')",0.6113730813897688,0.570474864107661,10682.807726040804,10318.046696975627,14.88080906067856,13.64801751247077
2,"(22, 23, '0')",0.4196113499484212,0.3773069358685265,7312.394563329104,7118.49140246177,3.1580529075023884,1.6115666081000224
2,"(23, 12, '0')",0.09167672210207167,0.2845129711764639,10127.11105269016,10851.756311059315,16.3837332709749,14.62069543859891
2,"(23, 20, '0')",0.53485391876583,0.20266589697287252,11254.209340083475,10705.049806329665,13.374850806039317,14.3760064680063
2,"(23, 22, '0')",0.3407642186475901,0.33093452601858553,5358.049200490155,7183.085473402894,3.2006617598127542,3.0900122739844402
3,"(0, 1, '0')",0.32198830399196776,0.018340990889802455,5791.863873213875,6139.079386044314,6.002840815267259,5.285149715406026
3,"(0, 2, '0')",0.8904224517894808,0.603452620536204,4599.995970666898,5758.6560789521045,4.002199452385194,3.2175149638314604
3,"(1, 0, '0')",0.5880522554504738,0.9218061729926634,4538.670718836505,5495.220725238857,6.001823772072257,5.937819339605154
3,"(1, 5, '0')",0.12659609350429124,0.2813641313572214,9536.257039862203,7906.517521439145,9.849676081794968,9.99980851241576
3,"(2, 0, '0')",0.14134122257485238,0.8348009811112259,7003.788757847692,6402.514739757561,4.0033607201025,4.597508222730621
3,"(2, 3, '0')",0.4678955922748659,0.5496226575408409,10151.077082370572,9803.820532876762,4.064666513993291,4.2399220811064815
3,"(2, 11, '0')",0.02208966161815673,0.021791015958648408,9539.415551070782,7887.182603522525,4.007739583297291,3.9209940790218036
3,"(3, 2, '0')",0.7272747126560393,0.34705988952929334,10404.731438079678,11002.141970130606,4.1025668502005095,4.511776258679608
3,"(3, 4, '0')",0.5243873422722226,0.550034791378317,11320.87427145511,11407.109548429693,2.0507953203999354,1.606401704544919
3,"(3, 10, '0')",0.5449352388104901,0.013205631128021644,,8615.6516891471,14.540518361724699,
3,"(4, 3, '0')",0.456373260425773,0.7158927072215715,,12901.623518710225,2.0831186944802798,
3,"(4, 5, '0')",0.5013822646640289,0.18977700535536257,7953.912693495925,8949.312829618533,10.420854593600948,10.991861766751107
3,"(4, 8, '0')",0.3944685528015025,0.7424670735510953,8085.545309772369,11390.762203214916,6.262619247256395,8.120938731527332
3,"(5, 1, '0')",0.15117230324585396,0.6294313700617412,8452.913341389942,7262.658860633689,8.452664360409464,8.850077503318943
3,"(5, 4, '0')",0.3608751771330354,0.36218393009128713,10779.67987643577,8862.960845923777,10.176598906319182,9.93174250525215
3,"(5, 7, '0')",0.1620770068673989,0.6270293903714866,12374.373365817168,12279.37823121139,13.845222700265547,15.794125692139815
3,"(6, 7, '0')",0.33795869305879156,0.5148847524058702,8499.964913520864,11187.399507652652,4.864075722939804,5.841340660302935
3,"(6, 17, '0')",0.18032328075988824,0.8949073179368925,13083.536963333147,12740.409214756368,2.0263471418904504,2.470612541031895
3,"(7, 5, '0')",0.39099140113992126,0.5186654256839361,10844.321899285886,11549.167586711173,11.269161656200765,13.793848490433536
3,"(7, 6, '0')",0.035648210404088165,0.6074091804740506,10783.31922999037,11514.223987251888,5.09163382169733,3.788570606344413
3,"(7, 8, '0')",0.5648616489184735,0.4748159985545415,,8337.348318218872,21.142203509043842,
3,"(7, 15, '0')",0.20346149187306084,0.7095906991635826,,8946.344239552749,12.411664958401104,
3,"(8, 4, '0')",0.32060445766557044,0.11524270956742733,11291.375162675404,12971.6281571902,7.123436246702891,9.882322759892922
3,"(8, 7, '0')",0.3765637827626781,0.7327940685960685,,7801.982717149438,18.544354108422677,
3,"(8, 9, '0')",0.1840541418275664,0.8780425358861355,20842.713344158747,21128.584612961105,5.391458593806874,4.209552110103794
3,"(9, 8, '0')",0.10395183635292826,0.5190639546546741,22446.118365197977,22274.08496586696,5.953797603172372,5.426526370934792
3,"(9, 10, '0')",0.45492722454725665,0.6804967706973032,19762.297556482623,19820.04439767118,16.57390079033723,15.945983663779252
3,"(9, 14, '0')",0.19586383749144975,0.4355580462697013,25472.26037645064,25802.331272009273,17.96739294026192,19.754011479203516
3,"(9, 15, '0')",0.3785254225532104,0.9717632213779057,13745.108682365668,11520.233861090575,23.022558877774596,23.248611598634387
3,"(9, 16, '0')",0.9305319592815515,0.36519126611684316,8613.697169230103,8349.192015693478,17.378537200054122,17.23136234340552
3,"(10, 3, '0')",0.760159713202054,0.622712992189762,,8419.459156120414,13.788762766058372,
3,"(10, 9, '0')",0.7707642376587938,0.2582934326564159,20845.46258348265,20111.668706380337,17.27025784395802,16.34966224877466
3,"(10, 11, '0')",0.596700557299153,0.6813432920295053,10924.555316275788,10081.845706947748,22.013707256744542,22.600696125329527
3,"(10, 13, '0')",0.7916211472173033,0.8765919304209655,,10352.352327511948,16.186291453951615,
3,"(11, 2, '0')",0.8103383036559854,0.2422684944321538,,7332.719827074137,4.0057821634219595,
3,"(11, 10, '0')",0.980557225759712,0.14263219434835817,9850.210825327402,10164.176085948084,22.543234244054396,23.03652338657921
3,"(11, 12, '0')",0.884785254053069,0.8253891117478838,11399.457414009727,11426.01512223211,3.01704430033037,2.853623687839282
3,"(12, 11, '0')",0.10980112547504184,0.46544014722375404,10556.86203623211,11053.88272478406,3.014929986351791,4.2361858961365915
3,"(12, 23, '0')",0.8197107606738395,0.33817200840943973,11673.620669750517,11323.888708507362,18.683643394146785,18.70576151398232
3,"(13, 10, '0')",0.30761289038258144,0.9336459538815429,11321.193297979715,10465.453724194083,16.727632614324726,17.174008653367636
3,"(13, 14, '0')",0.26149466687244594,0.45440346037288637,,10128.948103719154,16.420552701646283,
3,"(13, 22, '0')",0.40572354421921175,0.4942651888084775,9920.057799796585,8532.613916336913,9.406653683522181,9.372748367730495
3,"(14, 9, '0')",0.5534203817538123,0.04590650846900013,28773.65564565831,26312.014123904853,18.941366550196214,18.280155724969244
3,"(14, 13, '0')",0.6255264410706003,0.1189674888736082,,10195.052384283883,16.721618561200838,
3,"(14, 18, '0')",0.07876024695855899,0.5379563840497242,,16291.259505210788,3.7043988638003364,
3,"(14, 21, '0')",0.9722834265055369,0.054783996014804326,,18852.72505111159,9.695336435761387,
3,"(15, 7, '0')",0.41131105432155857,0.3005209386984734,,9078.323675721203,12.858795907626138,
3,"(15, 9, '0')",0.7216644032931199,0.3780841904169129,10455.193433731396,11796.960661681265,24.91723522856468,24.288148433145988
3,"(15, 16, '0')",0.6632874804228996,0.6089958621886069,11904.116435206133,11408.400333537345,8.792714841587719,8.389088616693847
3,"(15, 17, '0')",0.21822526486296512,0.823825425690536,11704.250308935834,12645.337159401992,3.0767083971723723,3.132903962725605
3,"(16, 9, '0')",0.1871725370949876,0.18289481698760135,9721.69404419335,8316.658407403898,17.233211092770965,17.831647175004946
3,"(16, 15, '0')",0.7297792387589718,0.7868995056208983,12878.556150362594,11653.989884685763,9.396783713592942,7.79529882703699
3,"(16, 18, '0')",0.8633132629760015,0.3113874789738148,9472.051141071302,10887.937667071707,9.78560324302762,9.575728232061797
3,"(17, 6, '0')",0.39172036421755163,0.7715140753500648,,12413.584735157136,2.0237459119195966,
3,"(17, 15, '0')",0.11004811349712262,0.9149494646556006,11031.24951599559,12808.453845012718,3.080743595678311,4.224845102584459
3,"(17, 19, '0')",0.9127915035794474,0.22627172929216355,15159.14836792763,16073.49911087021,4.133497065129546,3.9516688829360134
3,"(18, 14, '0')",0.3570059887962751,0.9911599141695914,16247.030296536825,16387.352022919134,3.7211658157230962,3.1140398294172633
3,"(18, 16, '0')",0.41296217981812544,0.3114666072281085,10477.095676762465,11100.993609930541,10.413121777456194,9.573877162916537
3,"(18, 19, '0')",0.18354969377389296,0.8856389551738137,7015.117168506225,8852.862931777741,9.884376731694042,11.971824859510269
3,"(19, 17, '0')",0.5859902699897871,0.6936276549544037,,15809.791316881703,4.124949506652039,
3,"(19, 18, '0')",0.8556708466479875,0.0545247259975572,,9162.011392344924,10.750389287553446,
3,"(19, 20, '0')",0.7896812152453201,0.20181883260219147,8760.227007010157,7378.682381233859,10.069919345242056,9.716390625271966
3,"(19, 21, '0')",0.08784242370264728,0.8591558084357476,,7382.481717889035,8.356510144505513,
3,"(20, 19, '0')",0.9329932724558334,0.6607567170158832,6467.899511730077,7440.94296492997,10.209034059563582,8.816613940572466
3,"(20, 21, '0')",0.4999511406074236,0.8727867882285799,10716.342496970106,8675.624365911297,4.271680928191705,5.569050167883543
3,"(20, 23, '0')",0.3642569891908011,0.7237448554628845,10480.043437717191,10397.511479822739,12.233040176397198,12.388847397184763
3,"(21, 14, '0')",0.4836061905063387,0.09193851810441844,,19232.419665863556,10.251228284597584,
3,"(21, 19, '0')",0.5152245913332608,0.02196605110027272,6398.025095462012,7265.661800771602,8.14904711192703,8.126663096382812
3,"(21, 20, '0')",0.9946434676752095,0.18204899423987453,6371.921477546403,8430.34662310048,4.025471322489139,2.755828655588979
3,"(21, 22, '0')",0.753403443374045,0.2761351299390967,9585.018463770979,10300.449742151908,14.806771849912135,14.395975824949963
3,"(22, 13, '0')",0.36581991580263795,0.6733332766340134,,8579.611032454319,9.526759517420379,
3,"(22, 21, '0')",0.6113730813897688,0.570474864107661,10088.143705562114,10318.046696975627,14.88080906067856,13.392732529766283
3,"(22, 23, '0')",0.4196113499484212,0.3773069358685265,4455.02229000086,7118.49140246177,3.1580529075023884,4.523505383324213
3,"(23, 12, '0')",0.09167672210207167,0.2845129711764639,11513.358712973519,10851.756311059315,16.3837332709749,16.846424225100456
3,"(23, 20, '0')",0.53485391876583,0.20266589697287252,10503.076170464308,10705.049806329665,13.374850806039317,13.251479206182204
3,"(23, 22, '0')",0.3407642186475901,0.33093452601858553,7829.745411543772,7183.085473402894,3.2006617598127542,2.865160205873522
4,"(0, 1, '0')",0.32198830399196776,0.018340990889802455,5236.050559786046,6139.079386044314,6.002840815267259,5.950053747548583
4,"(0, 2, '0')",0.8904224517894808,0.603452620536204,5450.369478868634,5758.6560789521045,4.002199452385194,3.651358079133085
4,"(1, 0, '0')",0.5880522554504738,0.9218061729926634,4190.873342267783,5495.220725238857,6.001823772072257,4.977122929022645
4,"(1, 5, '0')",0.12659609350429124,0.2813641313572214,9150.70360172482,7906.517521439145,9.849676081794968,9.613223867045186
4,"(2, 0, '0')",0.14134122257485238,0.8348009811112259,7357.076216711187,6402.514739757561,4.0033607201025,1.7563653966202888
